stationid,year,season,aqi_mean,latitude,longitude,closest_reservoir_distance,mean_distance_3_nearest_reservoirs,closest_reservoir_name,reservoir_density_100km,inverse_distance_score_100km,storage_weighted_inverse_score_100km,level_weighted_inverse_score_100km,log_closest_reservoir_distance,log_mean_distance_3_nearest_reservoirs
AS001,2020,3,36.0,26.1808827,91.7824864,250.77103837298003,352.1245893793708,Doyang Hep,0,0.0,0.0,0.0,5.528520096619352,5.866820939080548
BR005,2020,1,204.19230769230768,25.5854515,85.0448266,144.1621973053553,186.6374714215359,Tilaiya Reservoir,0,0.0,0.0,0.0,4.977851719357305,5.234511757679499
BR005,2020,2,83.54166666666667,25.5854515,85.0448266,144.1621973053553,186.6374714215359,Tilaiya Reservoir,0,0.0,0.0,0.0,4.977851719357305,5.234511757679499
BR005,2020,3,198.0,25.5854515,85.0448266,144.1621973053553,186.6374714215359,Tilaiya Reservoir,0,0.0,0.0,0.0,4.977851719357305,5.234511757679499
BR006,2020,1,212.1153846153846,25.5929006,85.2246868,141.1173689749677,182.36286818274326,Tilaiya Reservoir,0,0.0,0.0,0.0,4.956653258280702,5.211467075761927
BR006,2020,2,114.6,25.5929006,85.2246868,141.1173689749677,182.36286818274326,Tilaiya Reservoir,0,0.0,0.0,0.0,4.956653258280702,5.211467075761927
BR006,2020,3,100.0,25.5929006,85.2246868,141.1173689749677,182.36286818274326,Tilaiya Reservoir,0,0.0,0.0,0.0,4.956653258280702,5.211467075761927
BR007,2018,1,316.8636363636364,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2018,2,172.95604395604394,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2018,3,107.14285714285714,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2018,4,340.31868131868134,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2019,1,305.44444444444446,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2019,2,153.13333333333333,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2019,3,104.13186813186813,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2019,4,319.9886363636364,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2020,1,260.77777777777777,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2020,2,122.26315789473684,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR007,2020,3,105.0,25.6102754,85.1293861,144.76595114248587,186.68153974295032,Tilaiya Reservoir,0,0.0,0.0,0.0,4.982002261043217,5.23474658895799
BR008,2019,4,250.85714285714286,25.6189426,85.1370556,145.54579682773502,187.39230811910952,Tilaiya Reservoir,0,0.0,0.0,0.0,4.9873379859386056,5.2385265339155405
BR008,2020,1,155.03571428571428,25.6189426,85.1370556,145.54579682773502,187.39230811910952,Tilaiya Reservoir,0,0.0,0.0,0.0,4.9873379859386056,5.2385265339155405
BR008,2020,2,90.24444444444444,25.6189426,85.1370556,145.54579682773502,187.39230811910952,Tilaiya Reservoir,0,0.0,0.0,0.0,4.9873379859386056,5.2385265339155405
BR008,2020,3,74.0,25.6189426,85.1370556,145.54579682773502,187.39230811910952,Tilaiya Reservoir,0,0.0,0.0,0.0,4.9873379859386056,5.2385265339155405
BR009,2019,4,263.85714285714283,25.6066335,85.1014347,144.99851830971872,187.10192394831765,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983596473093269,5.236983964581723
BR009,2020,1,169.22727272727272,25.6066335,85.1014347,144.99851830971872,187.10192394831765,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983596473093269,5.236983964581723
BR009,2020,2,94.45054945054945,25.6066335,85.1014347,144.99851830971872,187.10192394831765,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983596473093269,5.236983964581723
BR009,2020,3,67.0,25.6066335,85.1014347,144.99851830971872,187.10192394831765,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983596473093269,5.236983964581723
BR010,2019,4,328.0,25.6012282,85.0804538,144.92173558326226,187.16381370864784,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983070420329179,5.2373129329394255
BR010,2020,1,227.86516853932585,25.6012282,85.0804538,144.92173558326226,187.16381370864784,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983070420329179,5.2373129329394255
BR010,2020,2,172.84615384615384,25.6012282,85.0804538,144.92173558326226,187.16381370864784,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983070420329179,5.2373129329394255
BR010,2020,3,46.0,25.6012282,85.0804538,144.92173558326226,187.16381370864784,Tilaiya Reservoir,0,0.0,0.0,0.0,4.983070420329179,5.2373129329394255
CH001,2019,3,85.16,30.7516466,76.7567324,71.01791948921029,99.43552717222958,Kol Dam,2,0.027246849200516895,0.026126165734711913,15.348629231324832,4.276914969844706,4.609516000962362
CH001,2019,4,149.2391304347826,30.7516466,76.7567324,71.01791948921029,99.43552717222958,Kol Dam,2,0.027246849200516895,0.026126165734711913,15.348629231324832,4.276914969844706,4.609516000962362
CH001,2020,1,80.68131868131869,30.7516466,76.7567324,71.01791948921029,99.43552717222958,Kol Dam,2,0.027246849200516895,0.026126165734711913,15.348629231324832,4.276914969844706,4.609516000962362
CH001,2020,2,62.06666666666667,30.7516466,76.7567324,71.01791948921029,99.43552717222958,Kol Dam,2,0.027246849200516895,0.026126165734711913,15.348629231324832,4.276914969844706,4.609516000962362
CH001,2020,3,66.0,30.7516466,76.7567324,71.01791948921029,99.43552717222958,Kol Dam,2,0.027246849200516895,0.026126165734711913,15.348629231324832,4.276914969844706,4.609516000962362
DL001,2018,4,365.76,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2019,1,257.56666666666666,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2019,2,210.20987654320987,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2019,3,94.06521739130434,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2019,4,309.6111111111111,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2020,1,220.73626373626374,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2020,2,134.73033707865167,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL001,2020,3,108.0,28.7973118,77.138667,179.79135142953683,227.66001814916135,Ramganga Reservoir,0,0.0,0.0,0.0,5.197343611800322,5.432236263485645
DL002,2018,1,376.6024096385542,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2018,2,286.01176470588234,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2018,3,174.4090909090909,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2018,4,445.9021739130435,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2019,1,312.68888888888887,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2019,2,257.9222222222222,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2019,3,147.26136363636363,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2019,4,374.6703296703297,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2020,1,258.8988764044944,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2020,2,166.3709677419355,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL002,2020,3,157.0,28.6466157,77.3155317,174.46895789803435,222.0888101725363,Ramganga Reservoir,0,0.0,0.0,0.0,5.167462149187271,5.407569944073663
DL003,2018,1,307.125,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2018,2,254.84444444444443,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2018,3,117.16304347826087,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2018,4,369.0217391304348,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2019,1,296.55555555555554,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2019,2,224.8111111111111,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2019,3,129.9673913043478,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2019,4,347.85869565217394,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2020,1,254.26373626373626,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2020,2,110.52747252747253,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL003,2020,3,99.0,28.6885171,77.1739339,183.12329399472898,230.47313478678868,Ramganga Reservoir,0,0.0,0.0,0.0,5.2156056092665715,5.44446381835495
DL004,2018,1,237.95555555555555,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2018,2,204.8735632183908,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2018,3,106.29885057471265,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2018,4,282.80898876404495,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2019,1,185.70114942528735,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2019,2,146.50574712643677,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2019,3,109.78260869565217,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2019,4,279.64130434782606,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2020,1,168.3846153846154,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2020,2,103.86363636363636,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL004,2020,3,90.0,28.476491,77.1329132,200.13579961839886,245.60354439798047,Ramganga Reservoir,0,0.0,0.0,0.0,5.303980299922669,5.507781963692566
DL005,2018,3,117.60227272727273,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2018,4,394.8152173913044,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2019,1,323.0,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2019,2,254.62222222222223,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2019,3,127.65217391304348,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2019,4,352.2717391304348,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2020,1,275.4111111111111,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2020,2,170.48314606741573,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL005,2020,3,129.0,28.79966,77.0328847,188.72271301411467,234.9220930154845,Ramganga Reservoir,0,0.0,0.0,0.0,5.245563601002616,5.463501636184709
DL006,2018,1,240.42222222222222,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2018,2,226.9268292682927,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2018,3,112.56410256410257,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2018,4,372.25,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2019,1,253.92045454545453,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2019,2,194.3448275862069,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2019,3,112.72826086956522,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL006,2019,4,293.1081081081081,28.7285944,77.1993251,178.6301993163191,226.39287268889862,Ramganga Reservoir,0,0.0,0.0,0.0,5.190900289373844,5.426679238208265
DL007,2018,1,306.0112359550562,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2018,2,241.31034482758622,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2018,3,151.32608695652175,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2018,4,385.67058823529413,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2019,1,261.55172413793105,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2019,2,219.02197802197801,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2019,3,118.1304347826087,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2019,4,321.45652173913044,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2020,1,236.07692307692307,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2020,2,119.04395604395604,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL007,2020,3,97.0,28.5500925,77.2751557,184.16302703778493,230.71374303794968,Ramganga Reservoir,0,0.0,0.0,0.0,5.221236664256836,5.44550274361092
DL008,2018,1,322.9154929577465,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2018,2,271.88505747126436,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2018,3,107.43478260869566,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2018,4,388.74725274725273,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2019,1,284.7176470588235,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2019,2,240.92134831460675,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2019,3,124.43333333333334,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2019,4,342.15384615384613,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2020,1,272.6666666666667,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2020,2,162.4835164835165,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL008,2020,3,167.0,28.7508153,77.1162765,184.25792883476558,231.73480882292907,Ramganga Reservoir,0,0.0,0.0,0.0,5.221749063987751,5.449899645811986
DL009,2018,1,211.25,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2018,2,204.1868131868132,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2018,3,111.36666666666666,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2018,4,307.0,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2019,1,241.1123595505618,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2019,2,176.22222222222223,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2019,3,88.04347826086956,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2019,4,315.10869565217394,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2020,1,232.25274725274724,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2020,2,161.82417582417582,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL009,2020,3,111.0,28.5000822,77.2675147,188.26749960090717,234.29921340928777,Ramganga Reservoir,0,0.0,0.0,0.0,5.243161356211239,5.460857952800775
DL010,2018,1,339.9824561403509,28.5656109,77.0670366,199.4145861778934,245.41115807486162,Ramganga Reservoir,0,0.0,0.0,0.0,5.300388151880816,5.507001515028788
DL010,2018,2,237.82222222222222,28.5656109,77.0670366,199.4145861778934,245.41115807486162,Ramganga Reservoir,0,0.0,0.0,0.0,5.300388151880816,5.507001515028788
DL010,2018,3,141.1304347826087,28.5656109,77.0670366,199.4145861778934,245.41115807486162,Ramganga Reservoir,0,0.0,0.0,0.0,5.300388151880816,5.507001515028788
