stationid,year,season,aqi_mean,latitude,longitude,closest_nuclear_distance,mean_distance_3_nearest,closest_nuclear_plant,nuclear_density_100km,inverse_distance_score_100km,log_closest_nuclear_distance,log_mean_distance_3_nearest
DL013,2018,4,277.3333333333333,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2019,1,271.96666666666664,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2019,2,234.55555555555554,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2019,3,106.36781609195403,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2019,4,269.2717391304348,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2020,1,210.01098901098902,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2020,2,96.73626373626374,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL013,2020,3,85.0,28.6814403,77.3028964,122.93239504552558,344.3672627460362,N.A.P.S,0,0.0,4.819736215683035,5.8446083805200715
DL014,2018,1,256.5263157894737,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2018,2,242.14285714285714,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2018,3,105.59154929577464,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2018,4,338.5652173913044,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2019,1,267.1685393258427,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2019,2,194.35955056179776,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2019,3,91.28888888888889,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2019,4,309.14130434782606,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2020,1,247.4,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2020,2,160.5595238095238,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL014,2020,3,122.0,28.6281909,77.2410437,125.72669885074698,340.14317410962036,N.A.P.S,0,0.0,4.842032790074411,5.832302254588801
DL015,2018,1,359.64912280701753,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2018,2,272.8901098901099,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2018,3,131.92222222222222,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2018,4,423.7717391304348,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2019,1,323.73333333333335,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2019,2,239.48888888888888,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2019,3,119.19565217391305,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2019,4,365.0326086956522,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2020,1,275.69662921348316,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2020,2,132.48888888888888,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL015,2020,3,102.0,28.7259717,77.162658,137.3463653680922,348.9881726791643,N.A.P.S,0,0.0,4.9297604346055275,5.85789936156724
DL016,2018,1,276.10526315789474,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2018,2,221.65555555555557,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2018,3,103.68478260869566,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2018,4,334.38461538461536,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2019,1,272.55056179775283,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2019,2,206.8,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2019,3,113.16304347826087,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2019,4,330.42857142857144,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2020,1,228.7032967032967,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2020,2,128.06593406593407,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL016,2020,3,94.0,28.5833771,77.2335404,124.42910943259265,336.44137274339886,N.A.P.S,0,0.0,4.831740733896514,5.821391784833258
DL017,2018,1,233.45977011494253,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2018,2,199.9404761904762,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2018,3,103.5,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2018,4,292.6923076923077,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2019,1,202.6235294117647,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2019,2,163.76404494382024,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2019,3,103.98823529411764,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2019,4,271.84090909090907,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2020,1,177.8901098901099,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2020,2,143.25974025974025,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL017,2020,3,100.0,28.5929459,77.2417643,124.09380429545458,337.18635827604,N.A.P.S,0,0.0,4.829063890230861,5.823597099388503
DL018,2018,1,255.71929824561403,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2018,2,237.36263736263737,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2018,3,107.97826086956522,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2018,4,327.9021739130435,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2019,1,240.23333333333332,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2019,2,191.74444444444444,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2019,3,101.93478260869566,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2019,4,295.60869565217394,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2020,1,220.58241758241758,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2020,2,126.93333333333334,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL018,2020,3,92.0,28.6126342,77.2373304,125.35390995404059,338.85734553197426,N.A.P.S,0,0.0,4.839086778777173,5.828525957600481
DL019,2018,1,284.3636363636364,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2018,2,200.65555555555557,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2018,3,109.52747252747253,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2018,4,319.39130434782606,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2019,1,252.25555555555556,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2019,2,204.38888888888889,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2019,3,112.32608695652173,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2019,4,298.9782608695652,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2020,1,211.18823529411765,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2020,2,94.6067415730337,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL019,2020,3,72.0,28.638568,77.2035761,129.53430981704037,341.2471742784755,N.A.P.S,0,0.0,4.871636102683251,5.835533207826149
DL020,2018,3,141.86363636363637,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2018,4,454.4782608695652,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2019,1,330.74444444444447,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2019,2,287.60227272727275,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2019,3,135.37362637362637,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2019,4,359.5,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2020,1,279.8181818181818,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2020,2,153.25581395348837,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL020,2020,3,105.0,28.6819261,77.0308105,146.90988429638642,346.25568082665615,N.A.P.S,0,0.0,4.9966031984261035,5.85006134097265
DL021,2018,1,304.75555555555553,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2018,2,220.5505617977528,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2018,3,127.42391304347827,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2018,4,304.3369565217391,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2019,1,261.8666666666667,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2019,2,234.15555555555557,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2019,3,111.81521739130434,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2019,4,304.1847826086956,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2020,1,241.45054945054946,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2020,2,127.87640449438203,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL021,2020,3,95.0,28.6109477,77.0384563,143.29278215190084,340.23134755790875,N.A.P.S,0,0.0,4.97184444479145,5.8325606858343395
DL022,2018,1,249.91228070175438,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2018,2,233.26373626373626,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2018,3,107.59782608695652,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2018,4,296.07608695652175,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2019,1,248.2134831460674,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2019,2,190.79775280898878,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2019,3,90.85057471264368,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2019,4,282.03333333333336,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2020,1,216.51685393258427,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2020,2,131.5125,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL022,2020,3,120.0,28.6124504,76.9865067,148.11466094702354,340.8581852236046,N.A.P.S,0,0.0,5.004715546561223,5.834395987977217
DL023,2018,1,300.0701754385965,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2018,2,258.34065934065933,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2018,3,103.3076923076923,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2018,4,371.05494505494505,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2019,1,260.93333333333334,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2019,2,239.3111111111111,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2019,3,123.93478260869566,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2019,4,322.967032967033,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2020,1,242.65934065934067,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2020,2,165.0,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL023,2020,3,115.0,28.8464766,77.0856631,150.3797441958447,360.1101709559639,N.A.P.S,0,0.0,5.019791542064854,5.889183094477613
DL024,2018,1,259.2631578947368,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2018,2,224.34065934065933,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2018,3,109.55434782608695,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2018,4,384.9347826086956,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2019,1,310.73333333333335,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2019,2,195.2888888888889,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2019,3,103.02173913043478,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2019,4,362.92391304347825,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2020,1,275.4065934065934,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2020,2,155.1868131868132,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL024,2020,3,87.0,28.5685108,77.2513847,122.1946689710689,335.10382517408533,N.A.P.S,0,0.0,4.813765778824462,5.817420115725759
DL025,2018,1,303.3,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2018,2,248.68055555555554,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2018,3,105.78021978021978,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2018,4,348.53846153846155,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2019,1,301.5731707317073,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2019,2,255.0,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2019,3,115.41304347826087,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2019,4,297.97701149425285,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2020,1,195.7,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2020,2,107.14285714285714,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL025,2020,3,88.0,28.6885841,77.2095178,131.39136390811382,345.468233663549,N.A.P.S,0,0.0,4.885762414095409,5.847791136688622
DL026,2018,1,255.71929824561403,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2018,2,232.75555555555556,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2018,3,110.05494505494505,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2018,4,349.10869565217394,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2019,1,266.64444444444445,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2019,2,181.58426966292134,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2019,3,107.75,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2019,4,330.20652173913044,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2020,1,241.58241758241758,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2020,2,112.9010989010989,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL026,2020,3,102.0,28.6138954,77.2090057,127.94731799662136,339.1383391598978,N.A.P.S,0,0.0,4.859403933325646,5.829352414739087
DL027,2018,1,254.14814814814815,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2018,2,219.21978021978023,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2018,3,111.93478260869566,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2018,4,336.1304347826087,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2019,1,247.32222222222222,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2019,2,176.7,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2019,3,92.70652173913044,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2019,4,300.1521739130435,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2020,1,217.43820224719101,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2020,2,91.49450549450549,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL027,2020,3,69.0,28.6115923,77.2905644,120.5628233993206,338.47702895067624,N.A.P.S,0,0.0,4.800431194163535,5.827406283297762
DL028,2018,1,352.5581395348837,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2018,2,298.52272727272725,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2018,3,215.1304347826087,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2018,4,375.4021739130435,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2019,1,316.5681818181818,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2019,2,296.3333333333333,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2019,3,155.91304347826087,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2019,4,342.6333333333333,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2020,1,272.7752808988764,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2020,2,152.14634146341464,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL028,2020,3,94.0,28.672995,77.1461239,136.22145418858884,344.5555670332392,N.A.P.S,0,0.0,4.9215960747039595,5.845153461052221
DL029,2018,3,119.32584269662921,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2018,4,328.70454545454544,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2019,1,260.6777777777778,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2019,2,196.45555555555555,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2019,3,105.71428571428571,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2019,4,317.2307692307692,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2020,1,233.91011235955057,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2020,2,125.05172413793103,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL029,2020,3,97.0,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2018,1,208.53333333333333,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2018,2,167.9047619047619,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2018,3,96.68478260869566,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2018,4,288.86206896551727,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2019,1,199.1046511627907,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
DL030,2019,2,159.54444444444445,28.6362997,77.1576444,133.53652002084138,341.36805461553854,N.A.P.S,0,0.0,4.901835686504361,5.83588634147909
