stationid,year,season,aqi_mean,city_clean,state_clean,district_clean,district_seasonal_rainfall_mm,state_seasonal_rainfall_mm,weighted_seasonal_rainfall_mm,rainfall_source,log_weighted_seasonal_rainfall_mm
BR007,2020,2,122.26315789473684,patna,bihar,patna,2.504985474193548,3.3308015761722127,2.5800596652825174,district+state_weighted,1.2753794665537608
BR007,2020,3,105.0,patna,bihar,patna,5.451017088451613,5.957218587179852,5.497035406517817,district+state_weighted,1.8713459815553648
BR008,2019,4,250.85714285714286,patna,bihar,patna,0.8713436860215055,0.9738602817416808,0.8806633765415214,district+state_weighted,0.6316245744639689
BR008,2020,1,155.03571428571428,patna,bihar,patna,0.37578314000000007,0.4196796592606112,0.3797737326600556,district+state_weighted,0.3219195238853619
BR008,2020,2,90.24444444444444,patna,bihar,patna,2.504985474193548,3.3308015761722127,2.5800596652825174,district+state_weighted,1.2753794665537608
BR008,2020,3,74.0,patna,bihar,patna,5.451017088451613,5.957218587179852,5.497035406517817,district+state_weighted,1.8713459815553648
BR009,2019,4,263.85714285714283,patna,bihar,patna,0.8713436860215055,0.9738602817416808,0.8806633765415214,district+state_weighted,0.6316245744639689
BR009,2020,1,169.22727272727272,patna,bihar,patna,0.37578314000000007,0.4196796592606112,0.3797737326600556,district+state_weighted,0.3219195238853619
BR009,2020,2,94.45054945054945,patna,bihar,patna,2.504985474193548,3.3308015761722127,2.5800596652825174,district+state_weighted,1.2753794665537608
BR009,2020,3,67.0,patna,bihar,patna,5.451017088451613,5.957218587179852,5.497035406517817,district+state_weighted,1.8713459815553648
BR010,2019,4,328.0,patna,bihar,patna,0.8713436860215055,0.9738602817416808,0.8806633765415214,district+state_weighted,0.6316245744639689
BR010,2020,1,227.86516853932585,patna,bihar,patna,0.37578314000000007,0.4196796592606112,0.3797737326600556,district+state_weighted,0.3219195238853619
BR010,2020,2,172.84615384615384,patna,bihar,patna,2.504985474193548,3.3308015761722127,2.5800596652825174,district+state_weighted,1.2753794665537608
BR010,2020,3,46.0,patna,bihar,patna,5.451017088451613,5.957218587179852,5.497035406517817,district+state_weighted,1.8713459815553648
CH001,2019,3,85.16,chandigarh,chandigarh,chandigarh,7.9078187107526885,7.9078187107526885,7.907818710752689,district+state_weighted,2.1869293979029716
CH001,2019,4,149.2391304347826,chandigarh,chandigarh,chandigarh,0.431215053763441,0.431215053763441,0.43121505376344094,district+state_weighted,0.35852377143782765
CH001,2020,1,80.68131868131869,chandigarh,chandigarh,chandigarh,2.616129032258065,2.616129032258065,2.616129032258065,district+state_weighted,1.285404125592968
CH001,2020,2,62.06666666666667,chandigarh,chandigarh,chandigarh,1.1709677419354838,1.1709677419354838,1.1709677419354838,district+state_weighted,0.7751730321655358
CH001,2020,3,66.0,chandigarh,chandigarh,chandigarh,7.9078187107526885,7.9078187107526885,7.907818710752689,district+state_weighted,2.1869293979029716
DL001,2018,4,365.76,delhi,delhi,,,1.0373160736348974,1.0373160736348974,state_only,0.7116332914496049
