stationid,year,season,aqi_mean,latitude,longitude,closest_farm_distance,mean_distance_3_nearest_farms,closest_farm_label,farm_density_100km,inverse_distance_score_100km,crop_weighted_inverse_score_100km,size_weighted_inverse_score_100km,local_size_total_100km,log_closest_farm_distance,log_mean_distance_3_nearest_farms
AP005,2018,3,97.8170731707317,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2018,4,146.88311688311688,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2019,1,171.35632183908046,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2019,2,107.15730337078652,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2019,3,90.26582278481013,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2019,4,122.30232558139535,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2020,1,102.55681818181819,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2020,2,67.40449438202248,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AP005,2020,3,50.0,17.7151271,83.1997752,3.7197993709596244,24.34517345255176,"Visakhapatnam, Andhra Pradesh, India",4,0.2875692877986377,0.8627078633959131,0.0,0.0,1.55176629254143,3.2325883155604633
AS001,2019,1,208.95238095238096,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
AS001,2019,2,91.02247191011236,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
AS001,2019,3,82.2,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
AS001,2019,4,170.5934065934066,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
